fromNode	toNode	weight	direction	fromAltName	toAltName
ENSG00000133103	ENSG00000071537	0.278227473072794	undirected	COG6	SEL1L
ENSG00000133103	ENSG00000132912	0.278136231170706	undirected	COG6	DCTN4
ENSG00000133103	ENSG00000138768	0.266355833211857	undirected	COG6	USO1
ENSG00000133103	ENSG00000153989	0.2728337153575	undirected	COG6	NUS1
ENSG00000133103	ENSG00000119414	0.270561421530077	undirected	COG6	PPP6C
ENSG00000133103	ENSG00000119318	0.263979713147508	undirected	COG6	RAD23B
ENSG00000133103	ENSG00000000419	0.275125983529653	undirected	COG6	DPM1
ENSG00000133103	ENSG00000265808	0.270677158718617	undirected	COG6	SEC22B
ENSG00000133103	ENSG00000138802	0.269953676329045	undirected	COG6	SEC24B
ENSG00000133103	ENSG00000116406	0.256493588948351	undirected	COG6	EDEM3
ENSG00000133103	ENSG00000157350	0.271574606599113	undirected	COG6	ST3GAL2
ENSG00000133103	ENSG00000130175	0.245854568202537	undirected	COG6	PRKCSH
ENSG00000133103	ENSG00000129083	0.258657112088487	undirected	COG6	COPB1
ENSG00000133103	ENSG00000138069	0.249832795016014	undirected	COG6	RAB1A
ENSG00000133103	ENSG00000213380	0.267351937248301	undirected	COG6	COG8
ENSG00000133103	ENSG00000180398	0.279136891000271	undirected	COG6	MCFD2
ENSG00000133103	ENSG00000116489	0.255492741545903	undirected	COG6	CAPZA1
ENSG00000133103	ENSG00000136152	0.263004686545231	undirected	COG6	COG3
ENSG00000133103	ENSG00000092108	0.257121335749644	undirected	COG6	SCFD1
ENSG00000133103	ENSG00000142303	0.264164543000006	undirected	COG6	ADAMTS10
ENSG00000133103	ENSG00000168374	0.275937491863566	undirected	COG6	ARF4
ENSG00000133103	ENSG00000086598	0.277369362282612	undirected	COG6	TMED2
ENSG00000133103	ENSG00000170881	0.273360063370633	undirected	COG6	RNF139
ENSG00000133103	ENSG00000151092	0.267565914552095	undirected	COG6	NGLY1
ENSG00000133103	ENSG00000101901	0.27920592290304	undirected	COG6	ALG13
ENSG00000133103	ENSG00000161013	0.236005486719602	undirected	COG6	MGAT4B
ENSG00000133103	ENSG00000134265	0.212878017690841	undirected	COG6	NAPG
ENSG00000133103	ENSG00000198898	0.229402516706677	undirected	COG6	CAPZA2
ENSG00000133103	ENSG00000095139	0.242688389297883	undirected	COG6	ARCN1
ENSG00000133103	ENSG00000100934	0.211762940866762	undirected	COG6	SEC23A
ENSG00000133103	ENSG00000114354	0.265408846853007	undirected	COG6	TFG
ENSG00000133103	ENSG00000134109	0.275401063327413	undirected	COG6	EDEM1
ENSG00000133103	ENSG00000179085	0.229670012805394	undirected	COG6	DPM3
ENSG00000133103	ENSG00000105669	0.227455492764085	undirected	COG6	COPE
ENSG00000133103	ENSG00000100528	0.242855602006945	undirected	COG6	CNIH1
ENSG00000133103	ENSG00000113615	0.229886241025786	undirected	COG6	SEC24A
ENSG00000133103	ENSG00000162191	0.247228118301869	undirected	COG6	UBXN1
ENSG00000133103	ENSG00000164597	0.267427800184004	undirected	COG6	COG5
ENSG00000133103	ENSG00000136986	0.25998087632946	undirected	COG6	DERL1
