fromNode	toNode	weight	direction	fromAltName	toAltName
ENSG00000074695	ENSG00000182870	0.184603351512299	undirected	LMAN1	GALNT9
ENSG00000074695	ENSG00000160460	0.168209898584904	undirected	LMAN1	SPTBN4
ENSG00000074695	ENSG00000112893	0.185791589719758	undirected	LMAN1	MAN2A1
ENSG00000074695	ENSG00000175548	0.195515600196166	undirected	LMAN1	ALG10B
ENSG00000074695	ENSG00000170348	0.167265264662282	undirected	LMAN1	TMED10
ENSG00000074695	ENSG00000141429	0.175398395805303	undirected	LMAN1	GALNT1
ENSG00000074695	ENSG00000167110	0.157649736522778	undirected	LMAN1	GOLGA2
ENSG00000074695	ENSG00000029534	0.161438095472602	undirected	LMAN1	ANK1
ENSG00000074695	ENSG00000174871	0.163903090986556	undirected	LMAN1	CNIH2
ENSG00000074695	ENSG00000085063	0.158724142054138	undirected	LMAN1	CD59
ENSG00000074695	ENSG00000120697	0.175028518262738	undirected	LMAN1	ALG5
ENSG00000074695	ENSG00000184005	0.158975569292232	undirected	LMAN1	ST6GALNAC3
ENSG00000074695	ENSG00000072849	0.182526335897116	undirected	LMAN1	DERL2
ENSG00000074695	ENSG00000105829	0.164227934777196	undirected	LMAN1	BET1
ENSG00000074695	ENSG00000167632	0.166110165135028	undirected	LMAN1	TRAPPC9
ENSG00000074695	ENSG00000088035	0.179923091625319	undirected	LMAN1	ALG6
ENSG00000074695	ENSG00000254685	0.17867862848707	undirected	LMAN1	FPGT
ENSG00000074695	ENSG00000242247	0.172896257148833	undirected	LMAN1	ARFGAP3
ENSG00000074695	ENSG00000110075	0.164509495945655	undirected	LMAN1	PPP6R3
ENSG00000074695	ENSG00000185900	0.151955116801054	undirected	LMAN1	POMK
ENSG00000074695	ENSG00000197859	0.179203808858357	undirected	LMAN1	ADAMTSL2
ENSG00000074695	ENSG00000134917	0.152647516742907	undirected	LMAN1	ADAMTS8
ENSG00000074695	ENSG00000152700	0.158332630794306	undirected	LMAN1	SAR1B
ENSG00000074695	ENSG00000033170	0.172485705358555	undirected	LMAN1	FUT8
ENSG00000074695	ENSG00000163235	0.13454814180821	undirected	LMAN1	TGFA
