nodeName	altName	symbol	color	geneModuleMembership	glycoType	logFC	padj
ENSG00000198162	MAN1A2	MAN1A2	yellow	0.862725550643633	N-glycosylation	0.00296294659160809	0.976351645121759
ENSG00000150527	MIA2	MIA2	yellow	0.850983001438186	N-glycosylation	0.0512701970193744	0.542893026367727
ENSG00000159461	AMFR	AMFR	yellow	0.800774274834058	N-glycosylation	0.0151054646649227	0.661762098576848
ENSG00000176986	SEC24C	SEC24C	yellow	0.799308675819597	N-glycosylation	-0.0283247365988817	0.689759393211252
ENSG00000077380	DYNC1I2	DYNC1I2	yellow	0.796907969936511	N-glycosylation	0.0210390000299676	0.667713067729518
ENSG00000196547	MAN2A2	MAN2A2	yellow	0.792021891340456	N-glycosylation	0.0184236851108285	0.774407403510396
ENSG00000163902	RPN1	RPN1	yellow	0.790720126730547	N-glycosylation	-0.0107060280663507	0.782810262278799
ENSG00000135506	OS9	OS9	yellow	0.773176307331382	N-glycosylation	0.00861491618819361	0.82435466812372
ENSG00000176597	B3GNT5	B3GNT5	yellow	0.766689321683533	O-glycosylation	0.0797825550725036	0.368233829837395
ENSG00000176945	MUC20	MUC20	yellow	0.746120786285234	O-glycosylation	0.0948399118055163	0.417062896967412
ENSG00000170315	UBB	UBB	yellow	0.742842370579194	N-glycosylation	-0.0141712171222376	0.885189809455157
ENSG00000089597	GANAB	GANAB	yellow	0.728638103240445	N-glycosylation	-0.0116901174751295	0.647263238084486
ENSG00000114745	GORASP1	GORASP1	yellow	0.72051160261786	N-glycosylation	-0.00458311949252566	0.905371304875404
ENSG00000150991	UBC	UBC	yellow	0.705398626177049	N-glycosylation	-0.00500031833175276	0.928068906740521
ENSG00000173230	GOLGB1	GOLGB1	yellow	0.641712297214523	N-glycosylation	0.0362322776257769	0.367551139214858
ENSG00000157020	SEC13	SEC13	yellow	0.638801827404643	N-glycosylation	0.0192396510027076	0.499900146642589
ENSG00000005108	THSD7A	THSD7A	yellow	0.633102097311351	O-glycosylation	-0.0920965793231925	0.073549524060195
ENSG00000136874	STX17	STX17	yellow	0.629401238855838	N-glycosylation	-0.0407830619258363	0.26655652325185
ENSG00000138073	PREB	PREB	yellow	0.595927229743978	N-glycosylation	0.0211262974265741	0.523061639603316
ENSG00000100522	GNPNAT1	GNPNAT1	yellow	0.552224220499876	N-glycosylation	-0.0913821584221533	0.125241421325393
ENSG00000160218	TRAPPC10	TRAPPC10	yellow	0.543958000617567	N-glycosylation	-0.000106899845131487	0.999143163845258
ENSG00000159921	GNE	GNE	yellow	0.504434531804744	N-glycosylation	-0.0252856022850499	0.602032176325119
ENSG00000145113	MUC4	MUC4	yellow	0.468380934768574	O-glycosylation	0.119647172944216	0.114102805012152
